Nume clasa statistica:,serii zilnice
Observatii despre clasa statistica:,
Nota despre clasa statistica:, serii disponibile pentru perioada ianuarie 1998 - iunie 2005
Metodologie:,

Data;şiling austriac (ROL) CURSROLZ_ATS;dolar australian (ROL) CURSROLZ_AUD;franc belgian (ROL) CURSROLZ_BEF;dolar canadian (ROL) CURSROLZ_CAD;franc elveţian (ROL) CURSROLZ_CHF;coroană cehă (ROL) CURSROLZ_CZK;marcă germană (ROL) CURSROLZ_DEM;coroană daneză (ROL) CURSROLZ_DKK;liră egipteană (ROL) CURSROLZ_EGP;peseta spaniolă (ROL) CURSROLZ_ESP;EURO (ROL) CURSROLZ_EUR;marcă finlandeză (ROL) CURSROLZ_FIM;franc francez (ROL) CURSROLZ_FRF;liră sterlină (ROL) CURSROLZ_GBP;drahmă grecescă (ROL) CURSROLZ_GRD;forint unguresc (ROL) CURSROLZ_HUF;liră irlandeză (ROL) CURSROLZ_IEP;liră italiană (ROL) CURSROLZ_ITL;yen japonez (ROL) CURSROLZ_JPY;leu moldovenesc (ROL) CURSROLZ_MDL;gulden olandez (ROL) CURSROLZ_NLG;coroană norvrgiană (ROL) CURSROLZ_NOK;zlot polonez (ROL) CURSROLZ_PLN;escudos portughez (ROL) CURSROLZ_PTE;coroană suedeză (ROL) CURSROLZ_SEK;liră turcescă (ROL) CURSROLZ_TRL;noua liră turcească (ROL) CURSROLZ_TRY;dolar SUA (ROL) CURSROLZ_USD;gram aur (ROL) CURSROLZ_XAU;DST (ROL) CURSROLZ_XDR;ECU (ROL) CURSROLZ_XEU
22.01.2001;1782;14679;608;17426;15982;-;12537;3283;7719;147,37;24520;4124;3738;38481;71,96;-;31134;12,66;226,02;3002;11127;2986;-;122,31;2753;0,039;-;26330;225261;34261;-
19.01.2001;1804;14668;615;17412;16254;-;12691;3323;7714;149,18;24821;4175;3784;38794;72,84;-;31516;12,82;223,16;3000;11263;3016;-;123,81;2786;0,039;-;26310;224794;34198;-
18.01.2001;1799;14657;614;17396;16185;-;12660;3316;7708;148,81;24760;4164;3775;38774;72,66;-;31439;12,79;221,05;2998;11236;3016;-;123,50;2778;0,039;-;26290;223228;34170;-
17.01.2001;1790;14626;610;17426;16023;-;12591;3299;7692;148,00;24625;4142;3754;38631;72,27;-;31267;12,72;222,87;2991;11174;2997;-;122,83;2762;0,039;-;26235;221918;34117;-
16.01.2001;1792;14613;611;17434;16043;-;12611;3303;7685;148,23;24664;4148;3760;38553;72,38;-;31317;12,74;222,12;2989;11192;3004;-;123,02;2771;0,039;-;26212;222903;34283;-
15.01.2001;1798;14599;613;17409;16007;-;12648;3314;7677;148,67;24737;4160;3771;38695;72,60;-;31410;12,78;220,16;2986;11225;3009;-;123,39;2789;0,039;-;26186;221714;34249;-
12.01.2001;1812;14585;618;17510;16210;-;12747;3339;7670;149,83;24930;4193;3801;39079;73,16;-;31655;12,88;222,29;2983;11313;3045;-;124,35;2811;0,039;-;26161;221754;34238;-
11.01.2001;1798;14577;613;17409;16175;-;12647;3312;7666;148,67;24736;4160;3771;39019;72,59;-;31408;12,78;223,55;2981;11225;3015;-;123,38;2790;0,039;-;26147;222602;34113;-
10.01.2001;1781;14540;608;17429;16107;-;12532;3286;7646;147,31;24511;4122;3737;38906;71,93;-;31123;12,66;224,14;2974;11123;2992;-;122,26;2749;0,039;-;26080;223625;34044;-
09.01.2001;1784;14529;609;17432;16114;-;12551;3288;7641;147,53;24547;4129;3742;38844;72,04;-;31168;12,68;224,90;2972;11139;2967;-;122,44;2750;0,039;-;26061;224342;34178;-
08.01.2001;1802;14518;615;17375;16210;-;12680;3317;7635;149,05;24800;4171;3781;39173;72,78;-;31490;12,81;223,71;2969;11254;2985;-;123,70;2780;0,039;-;26041;224881;34152;-
05.01.2001;1804;14504;615;17303;16233;-;12690;3326;7627;149,17;24819;4174;3784;39014;72,84;-;31514;12,82;222,97;2966;11262;2995;-;123,80;2785;0,039;-;26016;224164;34115;-
04.01.2001;1796;14490;613;17368;16223;-;12635;3313;7620;148,52;24711;4156;3767;39057;72,52;-;31376;12,76;227,49;2964;11213;2987;-;123,26;2772;0,039;-;25991;224575;34187;-
03.01.2001;1800;14464;614;17360;16283;-;12664;3321;7606;148,86;24769;4166;3776;39042;72,69;-;31450;12,79;226,63;2958;11240;2976;-;123,55;2768;0,039;-;25944;224377;33961;-
29.12.2000;1753;14454;598;17272;15840;-;12331;3233;7601;144,95;24118;4056;3677;38627;70,77;-;30624;12,46;225,71;2956;10944;2927;-;120,30;2731;0,039;-;25926;227264;33764;-
28.12.2000;1745;14428;595;17112;15730;-;12275;3219;7588;144,29;24008;4038;3660;38594;70,48;-;30484;12,40;225,96;2951;10894;2909;-;119,75;2716;0,039;-;25880;228484;33766;-
27.12.2000;1749;14390;597;17083;15782;-;12307;3226;7567;144,66;24070;4048;3669;38368;70,63;-;30563;12,43;226,46;2943;10922;2927;-;120,06;2716;0,039;-;25811;227957;33675;-
22.12.2000;1731;14379;590;16956;15606;-;12176;3190;7562;143,13;23814;4005;3630;38166;69,88;-;30238;12,30;229,60;2941;10806;2906;-;118,78;2719;0,038;-;25792;227168;33550;-
21.12.2000;1711;14217;584;16902;15430;-;12035;3155;7541;141,47;23539;3959;3588;37816;69,09;-;29888;12,16;228,78;2933;10682;2875;-;117,41;2693;0,038;-;25721;225757;33319;-
20.12.2000;1674;14010;571;16838;15210;-;11775;3087;7521;138,41;23030;3873;3511;37641;67,58;-;29242;11,89;227,25;2925;10451;2833;-;114,87;2647;0,038;-;25653;222850;33125;-
19.12.2000;1659;13863;566;16792;15159;-;11670;3061;7515;137,18;22824;3839;3479;37528;67,02;-;28981;11,79;228,52;2923;10357;2826;-;113,85;2624;0,038;-;25632;222050;33158;-
18.12.2000;1669;13927;569;16828;15253;-;11743;3080;7509;138,04;22968;3863;3501;37771;67,41;-;29163;11,86;227,27;2920;10422;2839;-;114,56;2656;0,038;-;25612;222741;33161;-
15.12.2000;1668;13980;569;16852;15239;-;11735;3078;7503;137,94;22952;3860;3499;37710;67,35;-;29143;11,85;227,61;2918;10415;2819;-;114,48;2677;0,038;-;25592;222403;32997;-
14.12.2000;1644;13866;561;16825;15033;-;11563;3034;7496;135,92;22616;3804;3448;37501;66,36;-;28716;11,68;227,23;2916;10263;2786;-;112,81;2637;0,038;-;25569;221710;32831;-
13.12.2000;1626;13810;555;16724;14883;-;11437;3000;7486;134,44;22369;3762;3410;36915;65,64;-;28403;11,55;226,91;2912;10151;2761;-;111,58;2617;0,037;-;25534;221611;32887;-
12.12.2000;1637;13865;558;16749;14971;-;11516;3021;7480;135,37;22523;3788;3434;37092;66,10;-;28598;11,63;229,77;2909;10220;2787;-;112,34;2644;0,037;-;25515;222308;32979;-
11.12.2000;1635;13842;558;16780;14900;-;11504;3018;7474;135,23;22500;3784;3430;37010;66,07;-;28569;11,62;230,20;2907;10210;2780;-;112,23;2629;0,037;-;25494;223354;32952;-
08.12.2000;1645;13954;561;16664;14971;-;11577;3038;7469;136,08;22642;3808;3452;36917;66,45;-;28749;11,69;229,68;2905;10274;2790;-;112,94;2623;0,038;-;25476;223852;32980;-
07.12.2000;1659;13992;566;16680;15046;-;11669;3061;7463;137,17;22823;3839;3479;36770;67,00;-;28979;11,79;230,59;2902;10357;2814;-;113,84;2647;0,038;-;25454;225132;32817;-
06.12.2000;1634;13866;557;16501;14861;-;11495;3016;7452;135,13;22483;3781;3428;36535;66,01;-;28548;11,61;229,12;2898;10202;2779;-;112,14;2625;0,037;-;25419;221349;32788;-
05.12.2000;1630;13784;556;16485;14850;-;11470;3009;7448;134,83;22434;3773;3420;36752;65,84;-;28485;11,59;229,27;2897;10180;2760;-;111,90;2608;0,037;-;25404;222035;32813;-
04.12.2000;1635;13823;558;16405;14834;-;11504;3017;7442;135,23;22500;3784;3430;36658;66,04;-;28569;11,62;228,83;2895;10210;2778;-;112,23;2604;0,037;-;25385;221298;32599;-
30.11.2000;1598;13335;545;16463;14590;-;11241;2948;7436;132,14;21986;3698;3352;35969;64,57;-;27916;11,35;228,76;2892;9977;2734;-;109,67;2528;0,037;-;25364;217730;32524;-
29.11.2000;1588;13319;542;16480;14449;-;11172;2929;7427;131,32;21850;3675;3331;36058;64,16;-;27744;11,28;230,33;2889;9915;2722;-;108,99;2515;0,037;-;25333;219093;32332;-
28.11.2000;1565;13301;534;16509;14207;-;11009;2886;7415;129,40;21531;3621;3282;35784;63,26;-;27339;11,12;228,41;2884;9770;2685;-;107,40;2478;0,037;-;25290;219331;32103;-
27.11.2000;1543;13159;526;16425;14002;-;10856;2848;7409;127,61;21232;3571;3237;35549;62,40;-;26959;10,97;226,80;2881;9635;2650;-;105,90;2449;0,037;-;25270;216273;32226;-
24.11.2000;1546;13172;527;16316;13968;-;10879;2852;7403;127,88;21278;3579;3244;35354;62,49;-;27017;10,99;226,98;2879;9656;2654;-;106,13;2447;0,037;-;25250;215940;32200;-
23.11.2000;1548;13125;528;16339;14012;-;10888;2854;7396;127,99;21296;3582;3247;35435;62,59;-;27040;11,00;229,10;2877;9664;2661;-;106,22;2459;0,037;-;25228;215671;32172;-
22.11.2000;1545;13037;527;16261;13994;-;10867;2848;7385;127,74;21254;3575;3240;35760;62,46;-;26987;10,98;229,76;2872;9645;2650;-;106,01;2447;0,037;-;25190;215791;32175;-
21.11.2000;1556;12922;531;16171;14053;-;10948;2871;7381;128,69;21413;3601;3264;35851;62,94;-;27189;11,06;228,51;2871;9717;2666;-;106,81;2467;0,037;-;25176;216319;32226;-
20.11.2000;1552;12945;529;16130;13966;-;10918;2863;7373;128,34;21354;3591;3255;35787;62,77;-;27114;11,03;230,38;2868;9690;2673;-;106,51;2466;0,037;-;25149;214874;32228;-
17.11.2000;1559;13054;532;16166;14071;-;10970;2876;7368;128,95;21455;3608;3271;35783;63,08;-;27242;11,08;230,90;2865;9736;2680;-;107,02;2477;0,037;-;25130;215318;32250;-
16.11.2000;1566;13073;534;16186;14106;-;11019;2889;7363;129,53;21552;3625;3286;35812;63,35;-;27365;11,13;230,73;2864;9780;2688;-;107,50;2493;0,037;-;25113;214284;32276;-
15.11.2000;1567;13027;534;16218;14157;-;11023;2889;7353;129,57;21559;3626;3287;35842;63,33;-;27374;11,13;231,22;2860;9783;2681;-;107,54;2492;0,037;-;25079;213873;32272;-
14.11.2000;1564;13042;534;16234;14164;-;11005;2886;7347;129,36;21524;3620;3281;35946;63,27;-;27330;11,12;232,26;2857;9767;2690;-;107,36;2490;0,037;-;25060;213107;32268;-
13.11.2000;1569;13025;535;16217;14182;-;11041;2896;7342;129,79;21595;3632;3292;35815;63,49;-;27420;11,15;232,58;2855;9799;2702;-;107,72;2505;0,037;-;25041;212784;32262;-
10.11.2000;1575;13179;537;16205;14229;-;11079;2907;7337;130,23;21668;3644;3303;35743;63,71;-;27513;11,19;232,23;2853;9833;2708;-;108,08;2523;0,037;-;25024;213323;32162;-
09.11.2000;1552;13121;529;16209;14047;-;10918;2864;7331;128,33;21353;3591;3255;35395;62,79;-;27113;11,03;232,94;2851;9690;2689;-;106,51;2494;0,037;-;25005;212478;32138;-
08.11.2000;1555;13206;530;16279;14082;-;10940;2869;7322;128,60;21397;3599;3262;35523;62,94;-;27169;11,05;231,90;2848;9710;2686;-;106,73;2494;0,037;-;24975;212785;32178;-
07.11.2000;1563;13154;533;16309;14129;-;10998;2885;7317;129,28;21510;3618;3279;35667;63,28;-;27312;11,11;232,44;2846;9761;2696;-;107,29;2500;0,037;-;24958;211918;32270;-
06.11.2000;1570;13149;536;16282;14176;-;11045;2901;7311;129,84;21603;3633;3293;36118;63,54;-;27430;11,16;232,90;2844;9803;2707;-;107,76;2522;0,037;-;24938;213071;32275;-
03.11.2000;1578;13163;538;16258;14177;-;11104;2917;7306;130,53;21718;3653;3311;36165;63,84;-;27576;11,22;230,61;2841;9855;2719;-;108,33;2541;0,037;-;24919;213470;32158;-
02.11.2000;1557;13192;531;16256;14043;-;10954;2879;7301;128,76;21424;3603;3266;36201;63,12;-;27203;11,06;230,06;2839;9722;2697;-;106,86;2515;0,037;-;24902;212764;32010;-
01.11.2000;1547;12999;528;16335;13944;-;10883;2859;7291;127,93;21285;3580;3245;35992;62,66;-;27026;10,99;229,38;2835;9659;2706;-;106,17;2513;0,037;-;24867;212665;31813;-
31.10.2000;1519;12759;518;16216;13742;-;10684;2808;7286;125,59;20896;3514;3186;36014;61,53;-;26532;10,79;227,73;2834;9482;2648;-;104,23;2462;0,036;-;24850;210761;31940;-
30.10.2000;1531;13016;522;16255;13823;-;10770;2825;7279;126,60;21064;3543;3211;36338;61,98;-;26746;10,88;228,45;2831;9558;2653;-;105,07;2478;0,036;-;24827;212043;31690;-
27.10.2000;1498;12904;511;16294;13643;-;10536;2769;7272;123,85;20607;3466;3142;35558;60,70;-;26165;10,64;228,64;2828;9351;2598;-;102,79;2430;0,036;-;24804;212166;31683;-
26.10.2000;1491;12810;509;16358;13579;-;10489;2756;7265;123,29;20514;3450;3127;35268;60,43;-;26047;10,59;229,42;2826;9309;2588;-;102,32;2417;0,036;-;24780;212518;31652;-
25.10.2000;1493;12841;509;16291;13679;-;10504;2760;7251;123,47;20544;3455;3132;35655;60,52;-;26085;10,61;228,76;2820;9322;2584;-;102,47;2429;0,036;-;24732;214134;31659;-
24.10.2000;1507;13045;514;16353;13800;-;10603;2785;7243;124,63;20737;3488;3161;35963;61,08;-;26331;10,71;228,62;2817;9410;2608;-;103,44;2454;0,036;-;24705;214774;31606;-
23.10.2000;1505;13084;513;16306;13780;-;10589;2781;7235;124,48;20711;3483;3157;35901;61,05;-;26298;10,70;226,57;2814;9398;2600;-;103,31;2438;0,036;-;24679;215222;31646;-
20.10.2000;1516;13038;517;16334;13847;-;10665;2803;7228;125,37;20859;3508;3180;35678;61,45;-;26485;10,77;227,11;2811;9465;2606;-;104,04;2454;0,036;-;24654;215202;31620;-
19.10.2000;1508;12787;514;16299;13779;-;10610;2787;7221;124,72;20752;3490;3164;35608;61,13;-;26350;10,72;228,34;2808;9417;2592;-;103,51;2440;0,036;-;24630;214201;31666;-
18.10.2000;1527;12809;521;16184;13915;-;10745;2823;7210;126,31;21016;3535;3204;35546;61,92;-;26685;10,85;227,40;2804;9537;2612;-;104,83;2462;0,036;-;24594;214521;31562;-
17.10.2000;1517;12753;517;16166;13813;-;10670;2802;7203;125,43;20869;3510;3181;35317;61,50;-;26498;10,78;227,49;2802;9470;2601;-;104,09;2451;0,036;-;24570;213719;31567;-
16.10.2000;1520;12911;519;16240;13836;-;10696;2808;7192;125,73;20920;3518;3189;35527;61,62;-;26563;10,80;226,86;2797;9493;2612;-;104,35;2460;0,036;-;24530;214554;31731;-
13.10.2000;1540;12986;525;16151;14048;-;10834;2844;7180;127,35;21190;3564;3230;36122;62,44;-;26906;10,94;227,05;2792;9616;2635;-;105,70;2483;0,036;-;24490;217196;31666;-
12.10.2000;1539;12968;525;16250;14015;-;10828;2843;7171;127,28;21178;3562;3229;35709;62,37;-;26891;10,94;227,15;2789;9610;2626;-;105,64;2466;0,036;-;24461;212967;31660;-
11.10.2000;1552;13081;529;16269;14116;-;10917;2867;7157;128,32;21351;3591;3255;35697;62,91;-;27110;11,03;226,27;2783;9689;2646;-;106,50;2476;0,036;-;24411;214259;31583;-
10.10.2000;1548;12989;528;16242;14003;-;10893;2859;7151;128,04;21304;3583;3248;35504;62,76;-;27051;11,00;225,12;2781;9667;2646;-;106,26;2482;0,036;-;24391;211534;31490;-
09.10.2000;1539;13005;525;16210;13937;-;10828;2844;7144;127,28;21178;3562;3229;35271;62,43;-;26891;10,94;223,63;2778;9610;2638;-;105,64;2478;0,036;-;24366;211709;31458;-
06.10.2000;1545;12980;527;16281;13932;-;10866;2852;7136;127,73;21253;3574;3240;35271;62,66;-;26986;10,98;223,52;2775;9644;2645;-;106,01;2490;0,036;-;24341;211922;31427;-
05.10.2000;1544;13080;527;16232;13982;-;10860;2850;7130;127,66;21241;3572;3238;35344;62,58;-;26971;10,97;222,73;2773;9639;2643;-;105,95;2484;0,036;-;24319;212161;31434;-
04.10.2000;1543;13007;526;16162;14004;-;10853;2849;7114;127,58;21227;3570;3236;35258;62,56;-;26953;10,96;223,05;2767;9632;2639;-;105,88;2474;0,036;-;24264;211642;31413;-
03.10.2000;1544;13165;527;16071;13946;-;10861;2849;7105;127,67;21242;3573;3238;35447;62,62;-;26972;10,97;222,84;2763;9639;2645;-;105,95;2488;0,036;-;24234;212238;31456;-
02.10.2000;1553;13138;530;16092;14019;-;10928;2863;7095;128,45;21373;3595;3258;35693;62,98;-;27138;11,04;223,49;2760;9699;2661;-;106,61;2508;0,036;-;24201;213427;31410;-
29.09.2000;1546;13086;527;16103;13942;-;10879;2854;7086;127,88;21277;3579;3244;35400;62,72;-;27016;10,99;223,98;2756;9655;2649;-;106,13;2495;0,036;-;24169;212989;31419;-
28.09.2000;1552;13270;529;16109;13985;-;10918;2861;7071;128,34;21354;3591;3255;35343;62,93;-;27114;11,03;224,03;2750;9690;2659;-;106,51;2505;0,036;-;24117;214935;31341;-
27.09.2000;1550;13205;529;16145;13961;-;10902;2857;7045;128,15;21323;3586;3251;35224;62,83;-;27075;11,01;223,16;2740;9676;2649;-;106,36;2509;0,036;-;24029;212258;31177;-
26.09.2000;1529;13115;522;16108;13841;-;10758;2820;7024;126,46;21041;3539;3208;34904;62,01;-;26717;10,87;223,36;2732;9548;2618;-;104,95;2482;0,036;-;23957;211082;31084;-
25.09.2000;1528;13025;521;16071;13800;-;10747;2819;7012;126,33;21020;3535;3204;34931;61,95;-;26690;10,86;222,23;2727;9538;2607;-;104,85;2484;0,036;-;23918;210354;31008;-
22.09.2000;1496;13160;510;16043;13552;-;10529;2758;6999;123,76;20592;3463;3139;34618;60,70;-;26146;10,63;222,76;2722;9344;2569;-;102,71;2452;0,036;-;23873;209038;30694;-
21.09.2000;1475;12846;503;16054;13459;-;10375;2718;6986;121,96;20292;3413;3093;33756;59,84;-;25766;10,48;223,73;2717;9208;2541;-;101,22;2421;0,035;-;23830;206592;30575;-
20.09.2000;1460;12803;498;16016;13295;-;10270;2690;6967;120,72;20086;3378;3062;33511;59,23;-;25504;10,37;222,79;2710;9115;2519;-;100,19;2401;0,035;-;23765;207137;30507;-
19.09.2000;1468;12855;501;15934;13300;-;10329;2705;6953;121,42;20202;3398;3080;33252;59,61;-;25651;10,43;221,65;2704;9167;2525;-;100,77;2412;0,035;-;23715;207387;30453;-
18.09.2000;1471;12879;502;15933;13279;-;10351;2712;6939;121,67;20244;3405;3086;33104;59,78;-;25705;10,46;221,72;2699;9186;2536;-;100,98;2411;0,035;-;23668;207319;30450;-
15.09.2000;1485;13029;506;15874;13351;-;10445;2735;6926;122,78;20429;3436;3114;33295;60,34;-;25939;10,55;219,53;2694;9270;2542;-;101,90;2431;0,035;-;23622;207219;30478;-
14.09.2000;1487;13019;507;15819;13395;-;10464;2740;6911;123,00;20465;3442;3120;33375;60,48;-;25985;10,57;219,88;2688;9287;2544;-;102,08;2425;0,035;-;23574;206761;30372;-
13.09.2000;1477;13076;504;15878;13297;-;10390;2722;6888;122,13;20321;3418;3098;33087;60,07;-;25802;10,49;219,51;2679;9221;2528;-;101,36;2419;0,035;-;23494;206059;30268;-
12.09.2000;1466;13110;500;15812;13272;-;10316;2703;6867;121,27;20177;3394;3076;32810;59,66;-;25620;10,42;220,33;2671;9156;2532;-;100,64;2410;0,035;-;23421;205419;30187;-
11.09.2000;1458;12998;497;15801;13100;-;10257;2688;6850;120,57;20061;3374;3058;32968;59,29;-;25472;10,36;220,33;2664;9103;2502;-;100,06;2397;0,035;-;23363;204760;30283;-
08.09.2000;1478;13061;504;15809;13142;-;10398;2727;6843;122,22;20336;3420;3100;33243;60,15;-;25821;10,50;221,12;2661;9228;2532;-;101,44;2443;0,035;-;23339;205675;30252;-
07.09.2000;1467;13061;501;15705;13034;-;10324;2706;6831;121,36;20192;3396;3078;33432;59,73;-;25639;10,43;221,12;2657;9163;2519;-;100,72;2416;0,035;-;23300;204470;30326;-
06.09.2000;1492;13161;509;15719;13247;-;10499;2752;6814;123,41;20534;3454;3130;33735;60,78;-;26073;10,60;219,61;2650;9318;2546;-;102,42;2438;0,035;-;23240;205699;30266;-
05.09.2000;1501;13285;512;15699;13329;-;10560;2769;6786;124,13;20653;3474;3149;33656;61,17;-;26224;10,67;217,70;2639;9372;2555;-;103,02;2464;0,035;-;23145;205528;30151;-
04.09.2000;1511;13299;515;15675;13379;-;10631;2787;6766;124,96;20792;3497;3170;33763;61,60;-;26400;10,74;218,17;2631;9435;2571;-;103,71;2476;0,035;-;23078;205527;30063;-
01.09.2000;1488;13166;508;15650;13203;-;10468;2745;6749;123,05;20473;3443;3121;33371;60,66;-;25995;10,57;215,99;2625;9290;2538;-;102,12;2445;0,035;-;23019;204705;30035;-
31.08.2000;1494;13231;510;15576;13270;-;10514;2758;6735;123,59;20564;3459;3135;33428;60,90;-;26111;10,62;215,76;2619;9332;2547;-;102,57;2442;0,035;-;22973;203077;29915;-
30.08.2000;1479;13038;504;15408;13144;-;10403;2729;6712;122,28;20346;3422;3102;33049;60,24;-;25834;10,51;215,68;2611;9233;2525;-;101,49;2418;0,035;-;22895;200658;29941;-
29.08.2000;1496;13089;510;15420;13313;-;10524;2761;6701;123,71;20584;3462;3138;33452;60,99;-;26136;10,63;214,39;2606;9341;2549;-;102,67;2440;0,035;-;22857;201354;29920;-
28.08.2000;1496;13072;510;15371;13320;-;10523;2760;6688;123,70;20582;3462;3138;33550;60,97;-;26134;10,63;214,40;2601;9340;2546;-;102,66;2443;0,035;-;22812;200481;29845;-
25.08.2000;1494;13034;510;15345;13302;-;10509;2756;6679;123,53;20554;3457;3133;33575;60,93;-;26098;10,62;212,63;2597;9327;2540;-;102,52;2452;0,035;-;22780;200199;29740;-
24.08.2000;1488;13008;508;15295;13214;-;10470;2746;6662;123,08;20478;3444;3122;33632;60,69;-;26002;10,58;212,17;2591;9293;2529;-;102,14;2447;0,035;-;22724;198721;29667;-
23.08.2000;1473;12925;502;15298;13052;-;10360;2718;6642;121,78;20263;3408;3089;33518;60,09;-;25729;10,46;211,38;2583;9195;2515;-;101,07;2422;0,035;-;22655;198445;29566;-
22.08.2000;1477;13298;504;15305;13023;-;10393;2725;6630;122,17;20327;3419;3099;33587;60,24;-;25810;10,50;208,69;2579;9224;2525;-;101,39;2425;0,035;-;22615;199222;29573;-
21.08.2000;1481;13293;505;15296;13058;-;10417;2732;6611;122,45;20374;3427;3106;33607;60,38;-;25870;10,52;208,50;2571;9245;2531;-;101,63;2419;0,035;-;22549;200380;29544;-
18.08.2000;1496;13339;510;15254;13166;-;10526;2761;6437;123,74;20588;3463;3139;33665;61,07;-;26141;10,63;206,74;1815;9342;2551;-;102,69;2447;0,035;-;22499;200479;29506;-
17.08.2000;1491;13295;509;15220;13118;-;10489;2750;6428;123,29;20514;3450;3127;33659;60,86;-;26047;10,59;206,81;1814;9309;2533;-;102,32;2433;0,035;-;22458;200113;29413;-
16.08.2000;1478;13179;504;15110;13033;-;10401;2727;6411;122,26;20342;3421;3101;33699;60,36;-;25829;10,51;205,59;1809;9231;2513;-;101,47;2427;0,035;-;22392;198337;29342;-
15.08.2000;1480;13041;505;15058;13056;-;10411;2729;6381;122,38;20363;3425;3104;33672;60,41;-;25856;10,52;204,16;1804;9240;2510;-;101,57;2438;0,035;-;22349;197382;29209;-
14.08.2000;1466;12931;500;15054;12984;-;10312;2704;6390;121,21;20168;3392;3075;33610;59,82;-;25608;10,42;204,89;1802;9152;2497;-;100,60;2429;0,035;-;22316;197628;29273;-
11.08.2000;1474;12961;503;15017;13074;-;10372;2720;6374;121,92;20286;3412;3093;33470;60,17;-;25758;10,48;204,79;1799;9205;2501;-;101,19;2431;0,035;-;22276;195627;29159;-
10.08.2000;1460;12873;498;14986;13004;-;10272;2694;6387;120,75;20091;3379;3063;33342;59,59;-;25510;10,38;205,91;1794;9117;2480;-;100,21;2409;0,035;-;22233;194749;29063;-
09.08.2000;1444;12886;493;14890;12858;-;10159;2666;6348;119,42;19869;3342;3029;33241;58,95;-;25228;10,26;204,95;1787;9016;2458;-;99,11;2392;0,034;-;22162;194020;29011;-
08.08.2000;1454;12985;496;14887;12953;-;10231;2683;6329;120,26;20010;3365;3051;33351;59,35;-;25407;10,33;203,63;1783;9080;2465;-;99,81;2394;0,034;-;22121;194870;28978;-
07.08.2000;1457;12917;497;14786;12955;-;10254;2689;6328;120,53;20055;3373;3057;33287;59,51;-;25465;10,36;202,95;1778;9101;2478;-;100,03;2394;0,034;-;22080;194154;28899;-
04.08.2000;1449;12865;494;14844;12909;-;10194;2674;6312;119,82;19937;3353;3039;33006;59,16;-;25315;10,30;203,53;1777;9047;2454;-;99,45;2375;0,034;-;22044;193696;28810;-
03.08.2000;1455;12878;496;14879;12978;-;10240;2686;6306;120,36;20027;3368;3053;32856;59,43;-;25429;10,34;202,63;1774;9088;2452;-;99,89;2369;0,034;-;22013;195794;28827;-
02.08.2000;1465;12783;500;14800;13047;-;10305;2703;6284;121,13;20155;3390;3073;32754;59,78;-;25592;10,41;201,61;1773;9146;2465;-;100,53;2379;0,034;-;21964;195711;28844;-
01.08.2000;1476;12714;503;14752;13140;-;10383;2725;6283;122,05;20308;3416;3096;32890;60,24;-;25786;10,49;199,86;1769;9215;2479;-;101,30;2394;0,035;-;21930;195514;28802;-
31.07.2000;1471;12651;502;14795;13075;-;10351;2714;6274;121,67;20245;3405;3086;32784;60,01;-;25706;10,46;200,05;1765;9187;2467;-;100,98;2383;0,034;-;21890;195228;28815;-
28.07.2000;1473;12887;502;14835;13081;-;10362;2718;6278;121,80;20266;3408;3090;32987;60,09;-;25733;10,47;200,36;1765;9196;2473;-;101,09;2395;0,034;-;21863;195725;28891;-
27.07.2000;1491;12906;509;14888;13198;-;10488;2751;6267;123,29;20513;3450;3127;33087;60,83;-;26046;10,59;200,30;1759;9308;2501;-;102,32;2434;0,035;-;21826;196622;28850;-
26.07.2000;1488;12865;508;14825;13187;-;10470;2747;6251;123,08;20478;3444;3122;33117;60,75;-;26002;10,58;199,51;1754;9293;2502;-;102,14;2439;0,035;-;21768;196065;28784;-
25.07.2000;1486;12690;507;14825;13159;-;10455;2744;6246;122,90;20449;3439;3117;32970;60,63;-;25965;10,56;199,47;1750;9279;2507;-;102,00;2443;0,035;-;21739;194825;28699;-
24.07.2000;1474;12755;503;14761;13038;-;10373;2721;6235;121,93;20287;3412;3093;33011;60,19;-;25759;10,48;199,33;1746;9206;2475;-;101,19;2408;0,034;-;21710;195472;28671;-
21.07.2000;1474;12758;503;14730;13074;-;10371;2721;6225;121,91;20284;3412;3092;32883;60,21;-;25755;10,48;199,79;1743;9204;2475;-;101,18;2415;0,034;-;21678;195393;28502;-
20.07.2000;1449;12500;494;14666;12876;-;10196;2675;6213;119,85;19941;3354;3040;32299;59,22;-;25320;10,30;200,19;1740;9049;2436;-;99,47;2370;0,034;-;21654;193471;28469;-
19.07.2000;1449;12502;494;14642;12886;-;10194;2675;6206;119,82;19937;3353;3039;32351;59,24;-;25315;10,30;200,08;1737;9047;2438;-;99,45;2373;0,034;-;21611;195797;28543;-
18.07.2000;1467;12621;501;14578;13035;-;10325;2708;6204;121,36;20193;3396;3078;32265;60,02;-;25640;10,43;200,10;1732;9163;2466;-;100,72;2408;0,034;-;21593;196224;28524;-
17.07.2000;1472;12654;502;14529;13087;-;10356;2715;6195;121,73;20254;3406;3088;32306;60,16;-;25717;10,46;199,27;1732;9191;2482;-;101,03;2425;0,034;-;21574;195878;28480;-
14.07.2000;1468;12611;501;14525;13039;-;10325;2708;6195;121,37;20195;3397;3079;32371;59,98;-;25642;10,43;199,89;1729;9164;2476;-;100,73;2414;0,034;-;21563;194565;28519;-
